ma_thong_tin_hd,ma_dh,ma_sp,don_vi,gia
33d50b90-d04b-4adc-a985-3884c98d0703,,,2,726079.7216213666
abd84814-3364-40e9-b25a-f9b4153ab49a,,,5,165759.80645623873
3722b68d-b775-4550-a8bb-4a5411f4066d,,,3,926026.4837898706
cb2a6c5f-d4a8-4a01-8444-afbe3356ee9e,,,1,404301.94730688195
d6a7e9e8-d6ff-4cfc-9220-ce75a0e3dc3f,,,2,505576.1206238593
9d7f8bbe-95f1-4aa9-a131-41726b4fb25a,,,2,362904.6404880997
bb476a86-f421-4a78-8cdf-8e14e7b1e364,,,1,47352.95234258567
61e6d90d-220c-420d-8a4b-0f79b14f2583,,,1,247846.54512260872
cdbf87cb-a8f8-4266-99c7-3f9549d0651b,,,1,439190.34133045364
1e8d340c-f651-489e-beb2-c898df1104c8,,,5,745296.26458799
efdaf19e-9361-4ca9-8b52-2d38b2f66d6b,,,2,649691.15048216
0d5ab035-8638-42b0-ae25-f178bb302318,,,3,872469.6499336656
88cfdd00-912b-4c80-8e4a-d221720eb68d,,,3,110893.77723406191
2f9a793c-c096-4d05-b893-643856a84e61,,,3,321982.78935976635
154eace4-aa0e-48f4-ba06-54f6f2b93f8f,,,4,806006.3077491749
c25f7de4-9ea8-4a9e-8aca-69eaaa9449bd,,,3,874940.7176019775
0af9f6e5-8491-4349-9e89-110e4f180359,,,4,427953.3044028955
adf0dee2-4c1f-4395-85dc-c741b2d4a2ce,,,1,261975.32504279382
4ffe4f8c-e0b0-4d41-928b-6193f8a09e39,,,3,260684.69313057393
bca753b9-9813-41f2-8f02-c35e43143ad4,,,1,938091.6735992164
c587318b-51ac-4b50-bc09-ace4934d391c,,,3,97643.99918333985
7d6f555b-2f6a-42af-91bc-c0806f9a4193,,,3,11162.223745813526
34a0df4b-88d2-42a4-a662-ae2b377fd9d5,,,4,356713.67100363533
0436a633-3391-4db4-9ac1-02bef6164d4d,,,4,522350.15277701884
e2dcebba-ada9-42d1-bce9-06383c7e74d5,,,2,360838.25902727304
d7729394-33c2-4500-9265-527ab3a6e578,,,5,8801.8028134372
80887b04-f6d3-4875-a587-9f4b609d039f,,,2,155030.05804806954
375733b1-ef35-4cc6-93bf-194a1c917763,,,4,262913.5950874679
f57eb99a-43aa-409f-8e3a-9707078d0df6,,,3,190043.8561196565
d219bb40-fee6-4c26-a7b4-de0c7f6bf1dc,,,2,281433.5543959188
2ddd4ba4-dad9-46b6-b281-ab9b00cd2728,,,4,64874.24398157892
9b198d49-2a57-44b6-879c-6a84e1499ca6,,,1,815829.3802883504
ee5381d1-7962-48b9-a303-03c7c187638a,,,1,661425.3374537874
ba4a9fb7-fbad-4552-9a03-20e13ef94852,,,4,533183.6892791109
f8783452-c62e-41d2-8ed5-de44cf57aa59,,,1,599444.1310495648
ada3ed75-cab4-4d3b-a4f7-b548eb884129,,,1,46028.882245337816
8e0ab272-2976-4acc-b754-1ed592b6871a,,,4,839281.303738552
83c2a1aa-bda5-4bff-92fa-f49b01fdec52,,,2,48693.009923633355
a2a44c41-a7ae-4fa4-98f9-cfa5876f0025,,,5,795197.6812671403
02fa201d-53d7-4dd8-87c9-ef26e62399e0,,,4,31094.39407790384
12aba8e4-82be-4a47-bc41-81b2323e1f56,,,1,274457.6882274109
310ff5db-1917-4681-9843-86183c3b5fba,,,4,304433.4782859436
bc95583d-37bd-412f-a1b9-ff6ae9f0fb40,,,1,184949.14668558558
55f655da-1736-46f5-8dbd-8c25d72170c2,,,3,131371.63439875375
5dbf75cd-c3ec-4952-9d9d-c3c8390444f2,,,2,233794.88633392283
787c9ad5-2c12-497d-ac0c-c719e0ba69d9,,,2,858159.639868686
66701925-05a3-44ea-bef6-fcd6326fb6d4,,,2,281759.35933305713
1b8d3270-b16b-4606-a983-69e602247302,,,1,407624.0343474594
8afe0364-5ec9-45d0-afda-81d1c7913f30,,,1,147690.05914699743
eb2c8ea5-27a6-4ceb-8104-d01b347e232a,,,3,439695.1283234774
ee804137-fe50-4fff-ac8b-d9550f3be0aa,,,1,558257.901368557
f9e9759b-e608-4520-9c1e-7a13a21204b8,,,2,124248.48494250109
d87ecde2-99df-4970-af35-c52eae40fab6,,,2,423488.28773929155
a922e795-ab3e-44f7-8c9c-098ff0efcf2b,,,2,428415.7162462139
3c4e3b9b-c617-4d4c-971b-b433726a7de2,,,4,643195.8555700665
41db6bea-c75b-4e46-95db-5061ceef05d3,,,5,147068.79635288773
ac62600f-acaa-425e-ac53-537e3d460416,,,4,971584.8809587366
78e75b94-f493-46ec-a9ee-fac5cc5c76d6,,,3,95166.6781338065
d042ab6d-6565-45d9-91ed-72d87e500637,,,3,664367.7929615554
3376e1d4-547f-4ac8-9158-deb47f735f35,,,2,822118.2533182477
63f715c6-49e3-48b6-b60f-c5d70510551c,,,4,804475.2393649513
a55d4dd4-84b4-4c81-8182-c45ef85af44e,,,1,377267.3317439429
ef3e5ebd-fab6-4709-ae9f-419bf31a014e,,,1,539197.1732255005
b6bef296-06a3-4f56-a451-0dfd9eb4e9cf,,,3,91040.2026045583
0e65192a-e6d4-4d0e-bf2e-43424b83ca2e,,,1,588987.5297763963
98ad203f-dbd4-4b6c-8093-7b511bc2c7cc,,,1,162181.84091066243
521d3c33-4aba-4303-983f-032b80f422fa,,,1,780549.0933422663
fe14da1d-201d-4a8a-ac03-06a767316392,,,1,850547.3842940235
2da17ab9-3ad3-446c-a26d-4a66c1a969fe,,,5,925803.2176213021
8bc1268d-16f4-4e55-a9df-ee695506be6d,,,1,864457.6110838773
c52114d3-b0e9-4420-af81-169f5ef7cec3,,,3,813752.9919385065
6819d5f8-8497-4931-86ee-b68d13ad355b,,,3,740393.1705123652
2ba4e9b8-c62a-4da4-8a01-5dc8895eab87,,,4,769218.8533947042
aeb33a2f-b6fa-43ad-87c1-16f90edb4936,,,1,296300.08025385893
8cb674fa-8a8c-4ce0-8288-f4799e169d27,,,4,531149.6378865548
27c6f2f9-758b-41f4-a32a-7e262b20f7ec,,,1,577828.8445861918
f7b96253-2613-4f1d-ace3-e7df8931bc1a,,,2,290994.86888835026
ba865d99-9ba3-4a78-bba4-1015f84f17f9,,,2,859006.044659982
f10c57ba-5bb4-4a7b-a1b3-442d70e9a6d8,,,3,689101.2501748999
7c278c62-8e20-42a3-93f0-181aa6696fb8,,,1,260966.05405879347
2ca47a7d-474f-453b-9a3b-ee390ef90c21,,,5,697233.563272918
99ac3987-9db7-44ec-979d-0b9a982dcaa8,,,4,892849.903590184
fb5da77f-b5f0-41d3-ab73-7438c2c2e6d0,,,2,342127.68483211804
28c32b50-9c77-4f10-8a77-e8be79e632aa,,,3,845629.8290352917
7dad6d4c-2fcf-4077-a289-0fcb5e28a106,,,3,520043.96943869296
47393903-c1a3-41cd-afb0-4d36ef7af7b1,,,5,334538.4500947259
d2f0cbdb-9221-4a6c-90b4-78cb8c01d816,,,3,764416.229523523
6219d118-aaaf-4cde-9f00-5a411fcf3033,,,3,185469.34929376608
42d646e1-058f-4bb3-bf96-2499ebdca010,,,5,961183.8031438781
23d07411-b329-4a75-9465-e9548a5f5ece,,,5,826093.9853808137
f36aca38-69e9-4afa-8d85-39277b5de4ca,,,3,296077.670472957
909330db-0aa4-4dc3-9f70-27c4314f5dc3,,,5,767188.8031036104
637f3e7d-9d1e-4c79-b0e7-da2e91b83804,,,3,539476.7510973884
c4490ffb-a180-4fb8-b81d-c079a2b7a0ae,,,2,505629.0536251667
30833d05-a610-4e90-91c2-d1688a63c1df,,,3,586735.3804080054
74eb0257-e519-47e5-820d-8c307e1bf496,,,1,927445.8234462184
21d0732a-9c50-4b45-b93d-bba6c9d99669,,,2,185518.51494894887
6fc571b5-cf0d-4a05-97b7-bc659552fd4c,,,3,65034.293660565265
4a5732f8-b7df-4286-b13d-0dd1b5c1e17a,,,2,719728.3621284937
200f54dc-c6e9-4743-b0bb-68b4f60ecef6,,,1,346502.87357333547
4739978f-cca7-4191-b9d7-c6231390043f,,,5,744650.5005409259
fc8ad46a-2d2c-49dd-8e97-140bc6c36802,,,4,754586.7105063985
6dd3ea2b-605d-478a-b614-95cf98b9a3c1,,,2,809062.7199498141
f7e1440b-cc71-4227-b1c2-3aeb13f19b94,,,2,511454.86462397035
291f922a-e0ea-4ac8-bb6c-8d5af6dfaf5a,,,4,917906.9330684374
03a5d1cb-e8ca-4fc8-b526-337cc33cb11c,,,2,468469.99577172106
61d63ea4-281e-497e-a890-d3027074dd9d,,,1,221869.54556388519
53c7fe76-c570-41f4-8c24-c07dda9d5045,,,1,452472.36788958724
23e3ae2f-d381-4193-9e37-b12992091bb8,,,1,789670.2268721816
8a119363-9023-47cc-a5c8-2dc7420fedc9,,,4,746379.9176969673
f45b1ff4-0980-4e7a-9313-4fce43fb14bc,,,2,122579.22653639656
a7ff7bf5-bbf5-4219-a9fc-99a06d18f08b,,,3,534374.0458060417
d45d877d-17c4-450d-809b-13dad66338b5,,,3,48424.22230847108
3f47d624-4863-4499-b71f-91e4350dd4c9,,,5,236711.27694745967
2c3bee86-f5a6-42a0-addb-6b1ea4707659,,,2,227612.2248706443
46115b60-9b14-42ef-93b1-321486a6222a,,,2,463061.2459669065
24ba84cf-ca1a-41bb-8f4d-3686afa44aff,,,2,848695.069309099
472c61ad-4b98-4662-b686-438d45bcae09,,,5,857803.0552766972
6efa71f7-f6d1-4635-83eb-ffe57f54d2bc,,,2,428611.1673745316
3ef570e0-a807-4fa4-89ed-8a1f6faab7f4,,,4,376413.76700302464
cd8c8d7c-4279-4473-998e-74c0ac41ad62,,,4,700857.4868063598
ef72d889-e6ee-4026-b878-05eb2129ae69,,,1,77923.95194163395
716883ed-7633-48cc-a41e-e778c329bd22,,,3,474246.4561948605
f37fc12b-d7b6-43f4-af3c-53658310bacb,,,3,985328.8566306557
20730075-00ff-4745-bc1a-6ed6c60853b3,,,3,845061.2235556712
1ce81e9e-4037-474f-8aae-5546852b90e4,,,2,194103.59277531056
5ebae983-93c8-46f4-af62-af833f6c15bb,,,1,349717.89671896613
dae19bb7-be46-4878-a4c4-963f65e5e3b5,,,4,70710.39790143305
1e8c86cf-1dd8-431d-8d03-6837e151405a,,,4,771749.3799532463
4be8096c-906c-4fba-98c2-d1f8cd0772c2,,,5,501087.6971178281
68342978-29cd-41f6-93ab-5b89bc262302,,,3,714583.4566480796
efb2e57b-845d-45f7-8752-6b0b07123fb3,,,5,707121.8310078608
4cdc2973-cb8a-48d8-9aee-cf63f35148c1,,,4,473434.5728180968
7319759c-77a2-430b-87b7-bd3e20f27cb5,,,3,721228.9787441101
140ade28-2417-4b7c-9892-c043e3d97c81,,,2,292034.3278116699
db2cac7e-3eee-471b-aa31-e442bafbca82,,,5,647731.2862221311
8737c861-fc5a-4a87-bf46-344ebec617ca,,,1,578288.9292516046
5603bbfb-e952-4e9b-a528-08e60ab9155e,,,5,817185.2273281798
a1ba0392-7472-4078-bbe5-c4327cdcf52e,,,1,63677.891371444355
684745d8-85f0-40e6-891e-ba96c2ec6c9c,,,5,145137.9015053718
af9b60eb-54fd-4eb5-88ac-2b1bd9a14382,,,2,464771.3278260128
d8d2f8fb-6635-4d48-a9b1-bd1cb689544d,,,4,698117.1547826806
31061164-f693-45be-90cb-833d5e099041,,,1,448875.3825497641
4182d8cd-86be-49e0-a858-974e92bdaea0,,,5,913538.256578594
f4006dd2-7502-4730-9a80-3a30455a9a27,,,3,683301.9873830179
dde8bb37-807e-49f3-8603-8ebdb9f48181,,,3,430005.86362670106
117be6ab-5639-41bd-a7af-13bb043edfa1,,,1,766619.1937437282
9af8e91d-b028-4ec3-80a5-23ef233d6ae7,,,4,999502.9562646826
39735af4-2fae-4ba0-9d36-8a137035742b,,,1,789088.0149071945
8a8f4bb7-3ae6-41f9-8de3-190b9950ab24,,,2,745648.9199209341
ab9441ce-d673-415e-9c61-b98bd1afceb1,,,1,940140.157559195
32ad6bca-0f70-4657-8bb1-90d4b996b0c3,,,4,547278.9744918939
159a8dbb-5276-4520-8609-47f426506f55,,,5,817181.8535568679
ca0f6a5f-9ff1-4637-8472-4a9ae72e87d1,,,3,808591.026484383
3099fa56-b3eb-424e-9869-5b4d2e6ab6d8,,,3,669523.005541462
f5838b0c-b0f3-4de3-9fed-ac2a73947569,,,2,774365.814403002
0f5e9540-46ae-4104-95a3-6a6499f13cd4,,,3,966895.7328333415
2bc40c90-2bb0-4062-b02b-ce4604a50226,,,4,649902.817439492
8c82bc62-b092-4e36-b43f-e70cb1538db4,,,1,464755.4927902966
fb9f04b9-a28e-421c-b906-a996eb7a302a,,,1,966593.6499188462
774ad522-ce2c-4951-9fba-5ddb2c1e65c2,,,2,307849.00429084984
5707825f-07e2-4ad5-8c1c-94dc6383bc18,,,4,81903.8165538075
f987aa7e-eae0-40ea-a02e-c9072532c557,,,4,5448.998937320907
69a362f8-3d64-48fb-896b-a98cfeef8b5e,,,1,85652.70486629543
3879ec6f-91b9-40bd-8070-ce284cd3f5dc,,,3,540116.5524235005
a706587a-18b7-43f1-9e2c-8e4ec92e1570,,,5,880761.6974798136
921e5a64-8176-4c70-a5f9-0d4c740163f0,,,4,28971.70355554186
c8fd2e56-c66a-4115-bb5c-ed09e5068fca,,,3,776187.1436609789
f48f0b3a-7eeb-4cf7-b7a2-9e572d12d7ab,,,5,754479.4172960425
703abe03-2f1c-4c5f-b860-3ff5c8eccb12,,,5,968741.1462116347
694a2ea0-d9fa-4061-9ca9-0f911a78e4e5,,,3,887852.9038143486
d40170f4-af3f-43e0-82bb-91ebd87a186f,,,3,974133.3360099836
2d1d7732-d859-4d93-a855-b097bfe15287,,,5,872423.1578820233
11c1d577-0a29-4146-9ed6-fe4cb2100e11,,,4,303374.13503126224
331df86c-101d-4bc2-9c65-3174e4581951,,,4,718401.0636707207
7b274a32-b62a-4337-8830-b002ea422620,,,2,557342.8479995013
03321894-eb9f-451e-a6c0-5b2e91c8e57f,,,1,963715.026196315
5bdfc2c6-383c-42e6-a174-506a30917818,,,1,703643.0284853963
54608dc6-2395-4f47-a29a-334f53197bfa,,,5,241817.4963600171
ce07bd74-2114-44e4-aa91-acadfe42375b,,,4,915262.2703073841
1c85ab30-3986-4681-8717-dc4ef6601c7a,,,3,990933.2343116836
f676feba-710d-404a-90d3-cd6c25007334,,,4,626234.7415962353
55a341a4-359c-47f2-b1c7-5f730ed4b35b,,,1,522637.30274112616
6a052fe8-a40d-47a4-ae06-421fba76765f,,,3,540978.6819692557
11ef9aae-09e6-4f88-8d82-8fb08b681334,,,1,630168.6473384729
2074326f-0cab-4dfd-be9f-2089d8060d9f,,,1,150288.4343993981
b564a2c5-552d-45a1-8fb1-fd3c21312b15,,,4,285921.82018776226
a4705f5c-95cb-4bd4-b9e1-fe2b2dadccda,,,5,201916.36010523647
82b70a56-725b-4bc9-b5df-0bc00e524c14,,,1,464263.6007553872
9bb9c918-513b-49c3-a299-44bc30682811,,,4,821502.7880763349
28d33954-36c8-49fd-8574-a9cd2b7f3f40,,,3,38058.17656328787
d23630e0-1ba1-4bb4-bbd6-443f290a974d,,,5,324668.5291494908
74a4f838-f8c1-449f-96da-e3f4a5db1e23,,,1,94842.46032022718
af1d06fe-6e58-4f6a-a52d-381a7a740ba2,,,4,859754.2113962937
9a777b3c-a47e-4b1a-805e-3309498a7273,,,3,880014.4210242614
a09ee537-0092-49ed-9d14-849bb32284c0,,,1,995128.7701373614
6cb1566a-2ec4-41ae-88fa-0c98c8fa04e6,,,4,746326.2592429237
d7231fc2-c632-44a4-af14-596a469dc097,,,1,826849.0160683593
aa574e1e-7b4e-40e7-89c7-9a2216e09114,,,5,56052.93491945477
432cb894-d80f-40c1-a3d9-6f6ec9a56342,,,4,98221.86787543383
92dcc60a-28a9-4462-8d62-eb386965a244,,,2,615993.6420933777
c4931106-371f-4d6c-a531-f9770fc5023f,,,4,606995.4235390597
1df84f7f-8af4-407b-82e7-711cb39e8aca,,,3,598811.7760536985
baa1b8a0-d6a6-45a0-af3a-506c77a0062c,,,2,477586.1787591371
127df159-d396-474c-ab2f-c6bd977244e0,,,1,528270.6925718581
e9907002-f43c-4723-a820-44d81898511b,,,3,350775.5359685745
2fba8d35-4a20-4ac8-8e1c-ff1d26ca20d9,,,4,954275.6074973946
87b2c84a-1e10-4815-9a84-3f826697a852,,,3,480021.1311783269
53480ca7-8146-4ed5-9a42-fdb929bd278d,,,2,596825.9129324604
fd18216b-cc94-4f7a-ac9a-041e41e53a28,,,2,643221.6135081298
56c49969-5203-4e93-acbb-5a8d8af1d809,,,5,340419.30178516166
98d1d294-519f-4be9-9603-ffe1da3c77c0,,,2,492144.96499369387
3da6ce0f-5bb0-4425-8be7-03f1795c897a,,,3,556843.2730705945
2862e4da-fc19-42ad-9329-fcd1e793b4b9,,,2,610030.5216617954
7278cd31-5736-422a-9023-42492c92e8de,,,4,389571.6571369284
ac801ce5-d0bc-486b-af51-0375a3d9aeb2,,,3,12843.466233892814
bad87f61-8db7-4381-a096-48bd7f010d41,,,1,723468.1860090437
e27525bd-25d6-463d-871f-7a59c784a88a,,,1,384831.3618753255
e5842069-72cc-461e-93c4-cc44f76da2ec,,,4,273721.91759813024
4690c31c-a0f8-400e-8ab2-a0918acb9540,,,4,145872.14504269845
fca8dd8d-4186-47f3-9f62-20ca13bda168,,,4,785692.7005088927
e153af5e-4a40-40fd-8925-1d3e3bc7ac7d,,,5,131243.8395764593
e57c78ac-66ba-452a-9617-84579e978d74,,,4,980852.7396324835
48dced96-3c0b-4ca9-b37e-9d7ae646eb13,,,3,598969.1656234179
d1ec0cd8-520b-4bfa-8ed0-f16526485799,,,5,125614.28478942947
7c3690f4-a219-4753-81e0-eb0a25d11138,,,2,479677.41138520255
d137a476-39ee-4aed-bde4-ce71331c6082,,,2,661818.8391138035
ab9786d5-6e93-466a-a5a1-72f9455371a2,,,1,143443.50698608506
e869cf8b-8607-4988-b9c9-d626194f1af7,,,5,45786.42884591793
ee23837d-010a-495b-bfa4-8b45ae13b3d7,,,3,804712.7767728348
fa7ff6d8-a7b8-4caa-86a5-28c319fae996,,,3,673248.8239402912
18899840-f1bd-4e93-9ac0-ebde1e0a09e6,,,3,587667.5090853059
8cce2c34-d872-4ddb-b665-f7f4f503b60a,,,1,877602.5384079311
32d7bb2b-f19f-4b20-a099-f84f24e1214d,,,5,310159.2056344314
1463a9d4-3757-4c43-8acd-744bb92fe993,,,5,638604.8876182113
bbf497cc-de9d-4ecb-9ba3-de2946691263,,,4,30114.472417969442
e47ee895-c0e9-4b19-a7b9-8780499282a1,,,5,650481.9765175009
16c98920-8291-4217-a294-6489be96a712,,,5,202530.2851296735
b75def40-9d63-45ea-ab39-140a5bb867d0,,,4,660108.0562588692
6a2bd18f-f8bd-4ccd-9d30-c38008aebbd5,,,5,852876.5779950022
b3660d71-458f-4852-a42f-4bbbb362cb7a,,,1,225887.66908637862
03479636-88ac-447e-a3fa-0e40ee4d7e9b,,,3,544499.7716534346
0804ad23-08df-4244-acb9-8427a8c19243,,,3,125032.30770140505
f5319bdb-b3d5-4cc0-873a-339bd31f016e,,,4,937004.3400766071
5acfa66f-af7c-4180-ab8a-1eaf985ff9eb,,,1,413878.0885157546
faf87794-1202-4e07-a370-6eb7dee68622,,,3,150314.6617439223
58cfce6a-d5d2-47de-aca4-44940775b1c0,,,4,766934.0871351686
10157b38-65fc-46e5-a4ec-896cb5330bbd,,,4,667650.150512785
4695e409-3783-4f2c-b801-31eee19e0061,,,2,385733.8507216873
c7884f5e-0b0d-4a53-b7a7-6381bb635e5f,,,1,558969.1815344434
dc6c1a63-d29d-40be-bbce-ddeda92ad169,,,4,203820.7881152144
c584a69a-dfe3-4a4f-ac5c-bb0ecaca5db6,,,2,595695.1767315255
32749ec0-6d9d-4aca-9648-b67b72b35211,,,2,625115.5259419783
491db624-0fdf-4388-bc95-5e92d40790dc,,,1,984044.8620477492
3501548e-c0b4-4577-989c-b625c6cc3723,,,1,197422.1766745035
ab9ec1de-3adf-4fa5-a8ea-5cfa9d4cd0ba,,,5,980161.2341581114
d5a4d9d1-686b-42b6-b8f2-654eae856781,,,4,375080.4641042649
09be4027-b9e9-4c95-a1db-8c980cbf38f1,,,4,574080.1610184228
994c2526-cdf7-429b-b5ba-3c936553925f,,,3,626228.8934499256
e2a63391-73b8-454b-9b21-5e45f4f57126,,,2,89762.56675999977
3901d02f-b7ff-4de6-a342-1d3270cfce01,,,4,905368.2605064065
54d46035-d7b7-4a1c-9375-adfa9ed8ff31,,,1,770366.3844277291
d0ee4273-7eea-4490-8f8a-392cae2f08ae,,,4,123217.18801050026
3beefe1f-7070-4b5f-a573-4ee3f4cf55e4,,,1,433418.13324678194
024602ca-c829-4620-a398-3c05415a8173,,,5,189317.4040011997
43153b1b-ba47-4630-b585-7616f1b03e92,,,5,864174.052337299
62122c06-fb07-40aa-a774-61ee9a8b96ed,,,5,123838.99881165965
c0d6faf9-b3af-43df-b8b7-04f9f26bdc21,,,1,469589.8834718617
ec9098d1-2978-4f70-a2ff-60c82787d2d7,,,4,640749.7452571603
ed39dc25-a6fc-4268-b2a3-9fc08b63ba2a,,,5,471203.1575892736
90c981fe-c0cd-4faa-b5fb-1e37e5cb9dc4,,,1,625121.3342720369
cb13988e-b22c-43dd-9d5f-7b29de937dcb,,,1,875658.6553085151
8952a7f0-1404-48f7-b649-3965229569ea,,,3,789610.5675838465
2f44344d-ce23-4a7d-97c8-e0590610fc61,,,2,968027.6070821049
5700c462-bf5a-41fa-a21e-a42b6c33bd56,,,1,309519.6612972371
f6a26755-57c8-4ac8-a375-38a330c2b604,,,4,770556.1010580659
d1cb83f2-5870-4b66-ab4f-7ba4627ed3dc,,,2,750701.5456322634
de1839a2-c408-4567-911a-ce42349fcd0d,,,3,721661.4882250777
aeec9246-1767-4ed3-b409-4f1cbb6ac2c7,,,4,502126.91533968755
38e8c5d7-d170-4525-9836-1c403a786ed6,,,4,178437.05810316672
06285fe2-f5ae-4c25-b5c1-2c7b4e9344d8,,,1,321577.53683948965
71f4be47-5732-43ec-87f7-ae4302055064,,,5,424076.8088000674
91933e0e-3368-4b42-a8cc-92da7cda0c39,,,5,33886.19825459193
d687b786-b206-4d3d-be26-db64026b0624,,,2,477437.14913349727
b37d3b07-8fcf-4923-9b3f-114d8ff5f4ab,,,1,641580.083797917
df4aa854-3a0a-4eca-9d06-dbccee5b95be,,,3,907502.5637494373
b0e5a9fc-7bed-4adf-984e-2cb24f314f1b,,,4,909453.3741673796
8ac8d76f-c12c-4585-bf3a-8574b9f322ca,,,5,342317.25345309376
c71fd994-6890-42d9-8113-cd2f8c0ebf2c,,,4,219089.98075580897
261bb51d-d9fc-42c3-9f93-5ba2a9719340,,,2,553777.3383316193
5c530268-eb3a-48f0-bd58-9acb0a942845,,,3,219001.984743612
41f38ef3-4a70-4d18-bbe4-915c00c5522d,,,1,452900.59789565427
ef3db2e8-4c6d-40ff-9574-41a23df00e8a,,,2,55495.75096494107
60de0f25-9bdd-45b9-a26a-0ba11de7d067,,,4,292750.7552855837
edf5a631-c11a-4713-ba45-15043f7fad86,,,4,855609.1031007094
49bf51e9-6478-4f47-8a3d-99a63e443d37,,,3,196086.9842087032
2d42175f-fc7b-46b5-a843-d9b4c12cca51,,,5,328260.06126274756
6b91b56e-38ff-4327-a056-ebd733af2ea5,,,4,238405.66121406085
d867784e-e755-4534-b656-fbcc2bb6f064,,,2,793882.6837803217
0fdc4796-7ae3-40e0-ac49-089ec4a57cb5,,,1,37993.07902743092
d341e351-a690-49d0-8321-eb58a0065d39,,,2,56383.27753363478
eb628b4a-e5da-4990-9b44-30a23b7c2c55,,,3,256345.48740100628
e378a206-837c-49e6-9f07-f11f877d2dcd,,,5,822410.5493550268
ab8216e1-a00d-4ef1-a630-6078880156df,,,3,497444.57805330615
e78eb5c7-d6cb-43ae-a38b-d879ae5ecf48,,,2,173853.34925117582
f168cd11-1e11-417b-95e7-f84f8271ac24,,,1,258885.76455513958
6fd1a45e-6a9a-40db-aec3-5864870f1d5e,,,2,745885.6700266657
ab36be25-5b3e-41d9-bf86-16a6aa2e5163,,,4,328476.5138807315
0b142394-71b8-4a34-bfdc-6f8f5162b4bd,,,1,133629.98153654294
4873817b-41bf-4067-af0a-ecd224616f16,,,4,755485.8375110569
4db30d51-4b08-4cd3-b187-6eb52016292d,,,4,709148.7987963523
850251e3-5461-4664-ad87-a2e5f29f5e1c,,,5,388047.67034724355
cf7f1764-0647-43d6-82ee-933569a7baf8,,,2,520444.8842008049
0ed590af-1000-4436-9fc7-40db58ea8141,,,3,178041.5202090214
25d9c636-786e-4e1a-a27d-b28929f5391b,,,2,932927.4451191088
9f31b7ad-cf1c-4927-b3ce-373f1522a1b4,,,5,231550.08011955782
317b1898-e05d-43f4-877f-41e9bd675cce,,,1,903606.1919690104
ce2670c5-5cf6-4542-a118-437ba920b04f,,,2,27037.502731514112
fc610de3-ecc6-4050-850d-36f90641574e,,,3,861565.2296549062
bffda801-a40a-46c7-b36b-f4f96dd17325,,,4,328463.9683507451
1b66b08d-12d8-4109-9970-eb65efe05392,,,2,625929.3478070016
db1de604-85a8-45cb-ba39-46a8d82e3d28,,,2,369069.20423484995
ef2e812b-5eb6-4056-aad3-6874a20f706f,,,5,444763.7743561839
05b8d73e-3b2a-45a5-97e5-8c21497f2d45,,,1,646407.8797607104
621e468d-d507-45ca-8fdb-cb546dda51d2,,,2,249092.5806947042
4a49130f-c140-4d46-8961-41006116b175,,,1,624227.3782641004
b96a9ee1-c4e6-4187-a54c-75142e35229a,,,2,168919.89822694997
3c3fff00-488e-4ce8-bca3-22a28bf842da,,,3,665218.6399797467
0f8e21df-e54d-4d1e-8686-1062b279031f,,,5,204185.2428152122
93f5897c-2daf-418c-84ee-fec57c8b48a8,,,1,320993.03984205145
0e766dcb-3aff-4966-8cdf-8e0a46de7ff1,,,5,238056.59723715394
d1405a06-3b6f-4c86-80fe-643804921e91,,,2,624799.5612966443
137b42b2-ab06-40e7-a532-13bf1094d585,,,5,811252.5079345542
11b89c70-1547-496f-afab-68ff31e0195f,,,4,673355.3013011822
64b129d0-1332-47e9-b308-1eb826c0906a,,,4,423269.668705723
d4f1b39b-93d4-4937-87fe-e4db483a6a0b,,,3,717889.9349090302
c36c4314-c847-4539-af3d-912885c18d37,,,2,753781.4578286302
22668d2d-dc14-4f79-85ac-23a69e822ac0,,,3,132660.61845236583
f0223fae-fa26-443b-b68b-92cb70b2ab41,,,4,7492.635945973065
943a39df-1aaf-48fb-8b58-dc6e11509164,,,5,50720.49039386816
c49acda3-8299-4440-9728-d2380c826db6,,,5,589271.6539339178
db8601e7-dfd3-4014-b602-82fed717938c,,,3,383712.1272545874
7799b35c-9126-4a1b-84d4-d6ad20025bd1,,,1,820624.9237598466
58bf6518-8efb-4ca4-9c6e-8d876742459c,,,3,343875.49256872525
4ce8e8db-78f1-49ab-8383-c2462b3cd881,,,3,958759.7680169075
53ca229a-4cc9-4ae2-b998-ad1d76394ca3,,,1,71276.98471571333
f1666522-422e-4cfa-8835-97f561813922,,,3,68194.49292546716
bb5b3820-0c23-4099-882e-be99bfd66098,,,4,335034.2511496043
06f33008-0d29-4189-9ba1-8822cbd811c3,,,1,138708.99306048203
33d2530c-34dd-4bf6-83a8-47d4391e5eb6,,,2,49740.742024080224
9f65ef5c-c721-4bf3-a620-c2c5cf3c02da,,,2,728826.71273949
1e41c4b6-b4e0-4916-98c4-73dc8f188df3,,,4,904327.8553896962
6d908aa4-d573-4fc7-943a-c24db2dec624,,,3,54436.90262835714
a6110615-b6e3-4fa0-9830-9b0b6f532508,,,4,382766.7164029324
78af0580-207a-4169-b4c5-6af578a71519,,,1,677229.6046167257
0073b8bc-023d-4f1d-9099-f1318e643b11,,,2,959428.6909691181
