ma_sp,ten_sp,phan_loai,gia,ngay_nhap_hang,ngay_xuat_hang,mo_ta
6070876046710,Licensed Shirt,Games,819485.0150972222,2022-02-01,2022-01-16,"['Quisquam qui rem.', 'In animi assumenda quidem officiis.', 'Excepturi magni possimus.']"
4519729670334,Fish,Industrial,497134.7421315185,2022-06-02,2022-05-17,"['Saepe voluptas ipsum soluta.', 'Totam totam vero voluptatem.', 'Sequi necessitatibus quidem alias odit.']"
4659858499366,Ergonomic Shoes,Shoes,911224.2296414269,2023-06-28,2023-06-12,"['Ipsum minima aspernatur consequatur suscipit.', 'Harum et quibusdam ullam similique voluptatum eius.', 'Ipsa assumenda reiciendis.']"
4971223149592,Metal Chicken,Health,553266.3298652088,2022-08-21,2022-08-05,"['Placeat est ut velit neque cum non.', 'Voluptate excepturi et maxime quidem laboriosam voluptatibus quaerat.', 'Officia iure ut impedit eum vero.']"
0467269336675,Gorgeous Shoes,Outdoors,323379.1505387107,2023-05-02,2023-04-16,"['Harum sequi officiis similique fuga velit ratione.', 'Unde dolor porro corrupti numquam.', 'Esse officiis doloremque ipsum pariatur distinctio.']"
7100943061953,Unbranded Steel Table,Music,308878.1821611074,2022-03-28,2022-03-12,"['Dignissimos doloribus culpa accusamus voluptate.', 'Aspernatur earum eligendi magni eveniet.', 'Aperiam ea veniam doloribus ipsum incidunt.']"
5564396474104,Gorgeous Fish,Garden,576500.0138362498,2022-07-25,2022-07-09,"['Debitis voluptatem voluptates quod.', 'Dignissimos minima earum repellat.', 'A similique voluptate animi quia maiores.']"
1992715304179,For repair Chair,Outdoors,875653.6343338802,2022-07-23,2022-07-07,"['Neque possimus ipsum totam.', 'Dolorem nisi sequi quaerat.', 'Rem nam inventore architecto eveniet.']"
4342032978855,Computer,Home,949813.7014741326,2022-07-22,2022-07-06,"['Quaerat repellat perspiciatis quia ducimus corrupti neque quisquam.', 'Similique blanditiis praesentium fugiat ut corrupti asperiores.', 'Voluptas officia vero accusamus nihil.']"
8419905938295,New Sausages,Jewelery,260883.6900763991,2022-02-13,2022-01-28,"['Explicabo quibusdam ducimus ipsum commodi possimus vel.', 'Amet sapiente ad.', 'Eveniet fugiat magni perferendis nostrum nulla alias necessitatibus.']"
5481458733392,Handmade Cheese,Electronics,434277.2096998137,2022-08-03,2022-07-18,"['Harum dolor reprehenderit officia eaque.', 'Consectetur nobis ab molestias dolorem provident.', 'Tempora corrupti velit libero.']"
5139391172821,Handcrafted Rubber Pizza,Grocery,728331.6479335581,2023-01-27,2023-01-11,"['Ducimus laborum numquam impedit.', 'Magni error sapiente praesentium sequi non.', 'Iure veritatis aperiam fuga aliquid aperiam.']"
0848782303496,Small Plastic Keyboard,Music,322826.9624738253,2022-07-28,2022-07-12,"['A aliquid occaecati earum et quod eveniet.', 'Quae molestias laborum labore ipsam illum.', 'Fuga molestias voluptatem ipsum delectus animi itaque.']"
6578084114356,Metal Bacon,Music,523091.92864446033,2022-05-27,2022-05-11,"['Necessitatibus maiores aspernatur.', 'Nostrum sunt soluta officiis neque culpa accusantium.', 'Qui magnam quibusdam error dolore facere.']"
1192023365835,Tuna,Baby,864144.1101040621,2022-10-05,2022-09-19,"['Necessitatibus iure cumque delectus porro.', 'Esse recusandae aliquam repellat illum aliquam cum.', 'Reiciendis suscipit autem dolores nemo alias eaque quas.']"
4585522211951,Computer,Shoes,459333.4556978693,2023-03-02,2023-02-14,"['Tempore minus necessitatibus numquam sit nihil.', 'Maxime eligendi voluptatem doloremque nesciunt ad odit.', 'Modi voluptas reprehenderit sint nulla.']"
1447851592503,Frozen Keyboard,Electronics,734755.1625932414,2023-07-31,2023-07-15,"['Culpa modi a temporibus perferendis.', 'Ut animi amet.', 'Nulla maxime quas dolorum amet veniam vel.']"
4776197458714,Rubber Bike,Grocery,377733.03055057116,2022-04-01,2022-03-16,"['Dolores quibusdam vel necessitatibus.', 'Sint quaerat quae iste aspernatur magni ad.', 'Dolorem dolores vero.']"
7165495923838,Tuna,Beauty,366335.96468736423,2023-05-06,2023-04-20,"['Ad tenetur qui.', 'Culpa distinctio eum nobis facere officia nulla.', 'Molestias cum est ipsum minus velit veritatis.']"
4137273695599,Fresh Gloves,Home,640412.4528803048,2022-07-13,2022-06-27,"['Autem dolorem quia excepturi eum voluptatibus voluptatem.', 'Temporibus repellat architecto dignissimos nihil.', 'Est illum placeat praesentium.']"
2759780733742,Unbranded Soft Mouse,Games,529124.1265667141,2021-11-01,2021-10-16,"['Qui officiis laudantium deserunt dolorum.', 'Neque quos at officia.', 'In voluptatem dicta vitae ratione.']"
2682317677120,Gorgeous Chips,Shoes,194244.44979541024,2023-04-19,2023-04-03,"['Quae dolores ullam facilis velit perferendis eius.', 'Doloremque eum fuga ratione provident soluta.', 'Suscipit atque impedit sint unde nam.']"
9188399754160,New Towels,Beauty,326917.46963206865,2021-11-15,2021-10-30,"['Delectus libero officiis error.', 'At sequi soluta aut.', 'Ipsum error iste fugit maxime.']"
3745193490050,Frozen Bike,Automotive,997902.8847300372,2021-12-03,2021-11-17,"['Similique vitae illum alias vitae excepturi nisi.', 'Ipsam occaecati quas voluptatibus.', 'Voluptatum quae exercitationem corporis.']"
8124817671818,Handcrafted Towels,Health,714164.8559512527,2021-12-10,2021-11-24,"['Voluptatem voluptates quia.', 'Nemo odit odit aliquid.', 'Pariatur perferendis neque voluptate doloremque aliquid.']"
0979212029096,For repair Rubber Shirt,Industrial,594580.9947800317,2022-12-06,2022-11-20,"['Quibusdam assumenda laudantium quae nulla sed eos nulla.', 'Necessitatibus aliquam placeat dolorem occaecati nesciunt repellendus.', 'Tempore perspiciatis dicta.']"
2694138357945,Bacon,Toys,406991.6142005537,2023-02-11,2023-01-26,"['Blanditiis pariatur iure tempora ipsum commodi odit.', 'Earum incidunt omnis beatae ducimus atque.', 'Occaecati veritatis quis culpa enim quaerat.']"
8198084144054,Salad,Clothing,774053.1128422885,2023-04-11,2023-03-26,"['Repellat saepe fugiat fuga.', 'Inventore nisi dolor.', 'Cupiditate perspiciatis cupiditate beatae enim assumenda explicabo.']"
1507498145545,Chicken,Kids,399226.0649438621,2022-04-30,2022-04-14,"['At explicabo quae nobis maxime.', 'Porro consequuntur praesentium nam.', 'Nesciunt consequatur praesentium voluptas.']"
3649077995696,Refined Table,Computers,649751.0040426152,2023-04-11,2023-03-26,"['Esse itaque quo recusandae laudantium aut excepturi.', 'Expedita dicta necessitatibus quas quasi.', 'Ullam ullam velit temporibus numquam nesciunt quos animi.']"
0184026889426,New Metal Bacon,Electronics,253942.44999550062,2023-01-14,2022-12-29,"['Dolorem ab omnis aliquam.', 'Doloribus consequuntur numquam facilis culpa laudantium quas.', 'Facilis aliquam laborum perferendis nemo perferendis.']"
8188308069041,Steel Car,Tools,353941.92675948096,2023-05-13,2023-04-27,"['Ullam dolorem nesciunt laborum aliquid reiciendis cumque.', 'Molestias tempora nulla incidunt minima incidunt.', 'Voluptate fugit nisi maiores voluptatibus consequatur.']"
4466035560838,Refined Computer,Games,909972.587596692,2023-07-20,2023-07-04,"['Accusamus aliquam eveniet consequatur odio.', 'Voluptatem quos nam soluta.', 'A dolor omnis rerum placeat nulla perspiciatis.']"
5563740322054,Chair,Tools,214649.54816189842,2022-01-08,2021-12-23,"['Eveniet provident dicta qui.', 'Adipisci harum laboriosam reprehenderit rerum.', 'Eos ab beatae nesciunt aut porro.']"
3632951366842,Steel Sausages,Toys,968065.0398466478,2021-11-01,2021-10-16,"['Consequatur eligendi ad mollitia voluptas at qui ratione.', 'Molestias impedit sint cum eligendi.', 'Eos rerum consectetur veritatis soluta culpa.']"
0317535991100,Chips,Baby,909001.7611061333,2023-07-31,2023-07-15,"['Maxime aliquid sapiente odio harum est.', 'Mollitia sit esse reiciendis necessitatibus quasi.', 'Adipisci iste dignissimos facilis.']"
8374195162297,Tasty Metal Soap,Jewelery,536614.7173211778,2021-10-10,2021-09-24,"['Doloremque inventore impedit voluptas consectetur atque.', 'Quae corporis excepturi.', 'Quo ipsam officia fugit commodi.']"
6431949743996,Car,Kids,947798.8172803991,2022-03-16,2022-02-28,"['Quidem nam labore amet ipsam doloribus.', 'Tempore cum cupiditate incidunt.', 'Blanditiis omnis explicabo maiores.']"
5463207090888,Small Metal Sausages,Tools,902977.3497750339,2022-03-14,2022-02-26,"['Soluta autem blanditiis ut explicabo.', 'Ducimus dignissimos suscipit explicabo id voluptate.', 'Qui repellat cupiditate incidunt soluta at similique voluptatem.']"
9905791769680,Tuna,Shoes,45929.73634955797,2022-11-17,2022-11-01,"['Culpa repudiandae perferendis nihil ab est.', 'Saepe odio doloribus quisquam dolorum nostrum.', 'Culpa aliquam distinctio accusantium accusantium quia.']"
8110734125893,Bike,Movies,189322.34995899367,2023-03-28,2023-03-12,"['Molestiae quia voluptatibus modi.', 'Sapiente sapiente hic quasi libero corrupti.', 'Voluptates ipsam error vel.']"
0855817405469,Rustic Frozen Soap,Movies,378676.68119396304,2022-04-15,2022-03-30,"['Odit modi voluptatibus iusto sed totam.', 'Necessitatibus ratione repellendus molestiae.', 'Inventore quia doloremque facilis corporis quos impedit.']"
9297465184739,Ergonomic Towels,Movies,712302.8406532423,2022-11-12,2022-10-27,"['Mollitia necessitatibus consequuntur occaecati dolore molestiae natus neque.', 'Nostrum blanditiis quisquam deleniti ea praesentium.', 'Hic cum error laboriosam illum excepturi facere veniam.']"
7622023427911,Gorgeous Cotton Bike,Beauty,829860.5529220311,2022-01-08,2021-12-23,"['Molestias voluptatem quibusdam assumenda vel omnis amet fuga.', 'Est minus illum.', 'Aspernatur veniam maiores vero laboriosam sunt commodi.']"
3335352201377,Cheese,Games,134946.40719302074,2022-06-14,2022-05-29,"['Veniam rem voluptatem enim reiciendis error.', 'Ducimus beatae laudantium nisi odio esse quibusdam.', 'Doloribus doloremque vitae iusto sapiente in.']"
4879202037826,Car,Home,520484.94417017174,2023-04-20,2023-04-04,"['Ipsa quisquam natus nostrum architecto ipsam.', 'Commodi quas cum iusto nisi vitae aspernatur vero.', 'Placeat laboriosam veniam.']"
1728105491859,Rustic Towels,Movies,133085.46680949943,2023-03-01,2023-02-13,"['Corrupti eius consectetur rem cum occaecati quo.', 'Id quis iusto quae itaque sint.', 'Quisquam amet reprehenderit consequatur omnis dolor.']"
3979862494593,Gorgeous Shoes,Computers,510042.4978899482,2023-05-29,2023-05-13,"['Maxime aliquam fugit ipsam amet.', 'Nesciunt quidem velit.', 'Blanditiis quam repellat earum impedit iste.']"
0377277857287,Gloves,Home,689785.6459345057,2022-09-25,2022-09-09,"['Similique nesciunt illo velit pariatur ratione.', 'Iure doloribus officia culpa animi in repudiandae.', 'Quas laboriosam maxime eaque voluptatum dolores aliquid.']"
8371086261411,Concrete Computer,Garden,378530.49657389947,2023-02-26,2023-02-10,"['Excepturi ad ad repellat nobis.', 'Quos dolore minus eveniet alias.', 'Impedit repellendus totam labore nemo.']"
9718705673450,For repair Bacon,Computers,369457.891847252,2023-08-12,2023-07-27,"['Ea molestias blanditiis facilis corporis.', 'Odit aut ea sed dignissimos nam.', 'Facilis esse unde et sed error nam.']"
0893251938747,Licensed Cotton Hat,Electronics,840741.1186451104,2023-03-16,2023-02-28,"['Quasi adipisci natus aut.', 'Placeat sunt vitae tempore qui reiciendis.', 'Consectetur repellendus excepturi.']"
1089013355443,Metal Chicken,Health,645356.8179737446,2022-03-17,2022-03-01,"['Fugiat dolorum nemo neque et.', 'Veritatis aliquid voluptate.', 'Ullam minima delectus labore tempore.']"
5401979335592,Soft Shirt,Grocery,275880.9032302132,2022-03-31,2022-03-15,"['Consequatur dicta aspernatur tenetur odit quae.', 'Necessitatibus possimus consectetur magnam tenetur laboriosam.', 'Repudiandae nostrum molestias accusamus iste ullam.']"
4984703450767,Wooden Computer,Tools,974251.9734861499,2022-10-07,2022-09-21,"['Iure quam reprehenderit voluptatum consectetur.', 'Odio aspernatur eum nobis autem sit maxime.', 'Ab aspernatur facere.']"
8472619964004,Handcrafted Shirt,Clothing,286819.87720707565,2023-08-15,2023-07-30,"['Perferendis sit accusantium officiis voluptatum.', 'Reiciendis est non repellendus non sed.', 'Rerum possimus veritatis minus nostrum corporis voluptate.']"
9147961443802,Handmade Salad,Electronics,268333.2394121774,2022-04-25,2022-04-09,"['Ipsum aliquid autem explicabo.', 'Eligendi error quos quasi molestias.', 'Consectetur magnam esse minus accusamus nobis quos hic.']"
5936037490109,Cotton Chicken,Movies,88553.29008760683,2023-04-07,2023-03-22,"['Similique doloribus exercitationem alias.', 'Laborum error consequatur ut rem aliquam.', 'Voluptas necessitatibus dolorum voluptate.']"
0150424553313,Ball,Jewelery,318366.5475051693,2022-03-03,2022-02-15,"['Ipsam blanditiis totam distinctio.', 'Voluptatum accusamus ex vitae.', 'Nam sint odit nobis rem ut.']"
9138035701850,Fresh Shirt,Garden,767669.1648135294,2021-12-31,2021-12-15,"['Adipisci debitis omnis nesciunt ex eum quas.', 'Laborum veritatis adipisci et illum architecto.', 'Vitae harum doloremque labore possimus.']"
0122781493625,Licensed Fresh Shoes,Sports,698436.637913784,2023-06-01,2023-05-16,"['Magni aliquid officiis.', 'Veniam molestiae dolorem rerum reprehenderit.', 'Libero id voluptas alias iusto aspernatur animi.']"
0744949307010,Sausages,Garden,178280.3503309203,2022-06-08,2022-05-23,"['Maxime ducimus eligendi consectetur alias eum cupiditate fuga.', 'Delectus delectus tempore.', 'Aspernatur aut rerum doloremque deleniti.']"
5834379007309,Handmade Tuna,Kids,455175.7352929716,2023-03-09,2023-02-21,"['Illum expedita nemo dolorum consequuntur.', 'Pariatur dolor laudantium rem.', 'Eaque unde dolorum temporibus dignissimos aliquam commodi cumque.']"
5159262332574,For repair Tuna,Movies,381118.8376609605,2022-03-15,2022-02-27,"['Voluptatibus numquam dolore libero expedita architecto reprehenderit.', 'Rem omnis id.', 'Molestias perferendis atque dolore velit.']"
2146034185936,Generic Computer,Outdoors,105757.23970830085,2022-10-11,2022-09-25,"['Maiores eveniet laborum laboriosam fuga ea perspiciatis.', 'Veniam quae delectus quibusdam aliquid alias veniam.', 'Voluptatum illum velit totam.']"
7574100682839,Handcrafted Rubber Shoes,Industrial,527212.1744601495,2022-08-09,2022-07-24,"['Beatae optio molestiae expedita accusantium vel.', 'Delectus doloremque impedit voluptates reiciendis iure impedit.', 'Exercitationem sint temporibus praesentium fugiat asperiores.']"
5229096960905,Ergonomic Metal Pants,Movies,560549.4905489032,2021-11-19,2021-11-03,"['Expedita similique quasi dolore corporis consectetur suscipit impedit.', 'Ullam placeat odio autem ipsa alias.', 'Et culpa modi consequuntur occaecati maxime.']"
8371565249879,Metal Sausages,Computers,359323.246563023,2022-03-07,2022-02-19,"['Id officiis aspernatur ex blanditiis necessitatibus iure.', 'Atque voluptatem omnis nesciunt voluptatem natus.', 'Corporis aut pariatur sint cum nostrum vero tempora.']"
4146753964773,Hat,Books,241932.75645824266,2022-05-03,2022-04-17,"['Assumenda libero exercitationem.', 'Nisi cupiditate vel expedita minus.', 'Exercitationem doloremque labore.']"
1993326557633,Granite Chips,Toys,434547.5062862066,2022-08-07,2022-07-22,"['Cum iusto laborum ipsa dicta minima officia.', 'Nam enim cum inventore id explicabo et.', 'Quis aut fugiat iste tempora assumenda.']"
6164811453722,Steel Towels,Grocery,705454.4555363002,2023-08-27,2023-08-11,"['Debitis adipisci consectetur voluptates.', 'Unde expedita possimus odit sapiente voluptatum.', 'Et consequatur rerum maiores dicta.']"
5020663200253,Towels,Kids,89077.38277025873,2022-08-05,2022-07-20,"['Amet repudiandae debitis ea.', 'Illum pariatur dicta soluta iste rerum labore placeat.', 'Placeat sit asperiores autem quibusdam facilis quas.']"
7063327408839,Generic Towels,Tools,955175.0992888988,2022-03-04,2022-02-16,"['Magni occaecati delectus inventore.', 'Eaque itaque fugit dolores doloribus quam neque nemo.', 'Saepe necessitatibus quasi.']"
3609034548365,Used Pizza,Clothing,785982.2038003851,2021-12-22,2021-12-06,"['Magnam magnam optio error ipsum incidunt.', 'Enim unde ipsam incidunt ducimus rem sunt.', 'Laboriosam itaque exercitationem consequatur occaecati quae.']"
5769525759767,Steel Shirt,Grocery,947680.5697977329,2022-06-15,2022-05-30,"['Maiores dolores ullam.', 'Expedita non velit maxime at.', 'Facere aliquid amet veniam.']"
0364503864256,Chair,Jewelery,667248.0198266049,2022-04-17,2022-04-01,"['Mollitia accusamus animi.', 'Molestias corporis delectus debitis.', 'Commodi quos odit accusamus.']"
5487392605955,Fantastic Wooden Bacon,Health,403583.20274615876,2022-03-03,2022-02-15,"['Quis impedit consequuntur expedita necessitatibus iure.', 'Adipisci quasi unde praesentium fugiat.', 'Necessitatibus error nihil.']"
3530613154717,Handcrafted Soft Chicken,Baby,651285.6869944279,2023-06-12,2023-05-27,"['Vero magni perferendis dolor unde vel reiciendis.', 'Nulla officia placeat dignissimos laborum quos.', 'Autem deleniti sequi cumque tenetur suscipit debitis.']"
2447259586431,Gloves,Movies,768859.387313795,2022-12-16,2022-11-30,"['Quidem dolorum maxime possimus voluptatem at.', 'Voluptate temporibus iste modi.', 'Soluta doloremque excepturi quia.']"
2036137402910,Incredible Soft Mouse,Automotive,193978.4589307437,2023-03-08,2023-02-20,"['Totam est saepe deserunt iure nostrum tempora.', 'Molestias possimus exercitationem dicta vero.', 'Voluptas iure repellat voluptatem.']"
8081341072712,Concrete Shoes,Clothing,90553.81503301849,2022-01-17,2022-01-01,"['Architecto est delectus nihil.', 'Fugiat debitis placeat quae assumenda.', 'Doloribus recusandae fugiat atque unde praesentium eos.']"
5330686287149,Chips,Toys,882014.6447578259,2023-05-31,2023-05-15,"['Dicta laboriosam cum quisquam eligendi placeat.', 'Nam error at.', 'Impedit repellat cum corporis voluptatibus illo.']"
9641691490179,Sleek Shirt,Health,83061.33594199763,2023-04-12,2023-03-27,"['Molestiae quod ullam harum aut adipisci iste.', 'Fugit sunt voluptates aut.', 'Voluptates saepe consectetur velit earum similique autem.']"
7065380738649,Unbranded Chicken,Home,59032.195514987936,2023-08-26,2023-08-10,"['Fuga et necessitatibus velit inventore distinctio.', 'Tenetur ipsa quibusdam.', 'Facilis magnam est nihil fugit modi ea.']"
5335750400202,Awesome Metal Ball,Books,448944.6418077115,2023-06-30,2023-06-14,"['Odit vero ipsam enim explicabo.', 'Minima repudiandae sit repellendus maiores.', 'Amet quod possimus repellat deleniti dolorem debitis eaque.']"
5602251926815,Rubber Towels,Jewelery,458167.64500287635,2021-10-06,2021-09-20,"['Eius minus tenetur ad quisquam.', 'Incidunt excepturi fuga dolores atque.', 'Tenetur minima enim eos iure incidunt commodi.']"
8811875981385,Tasty Frozen Shoes,Movies,273468.9799623787,2021-11-22,2021-11-06,"['Odio debitis quis.', 'Veritatis saepe odit magnam eius distinctio ducimus.', 'Sed est molestias tempore minima.']"
9048151169307,Concrete Sausages,Computers,712631.4183704936,2022-10-09,2022-09-23,"['Accusamus atque reprehenderit quod accusamus.', 'Velit voluptas fugit aliquid.', 'Esse unde ipsa nihil fugiat pariatur distinctio.']"
1751902591620,Pants,Electronics,41357.297949029584,2023-07-18,2023-07-02,"['Exercitationem id a accusamus quidem.', 'In doloribus quaerat facilis delectus quas aperiam.', 'Mollitia quisquam accusamus molestias minima.']"
7925691429721,Granite Ball,Movies,538286.6858816748,2023-09-07,2023-08-22,"['Quis facere nostrum architecto earum praesentium.', 'Natus nihil accusantium sunt.', 'Dicta esse animi perspiciatis mollitia.']"
4125508071850,Sleek Steel Hat,Outdoors,656416.6545481704,2022-11-19,2022-11-03,"['Eaque commodi excepturi fugiat vitae ad minima.', 'Modi nulla voluptates corrupti optio totam.', 'Architecto eveniet enim est itaque.']"
6872634483108,Unbranded Granite Computer,Shoes,770278.0008265172,2021-12-22,2021-12-06,"['Et reprehenderit nesciunt earum consequuntur minima officiis.', 'Repellat mollitia reprehenderit tenetur amet voluptatum accusantium.', 'Nesciunt consequuntur labore incidunt eaque optio eius.']"
4716736216306,Plastic Chair,Computers,530126.8931885957,2023-08-01,2023-07-16,"['Harum quod eius tenetur.', 'Aspernatur consequatur nihil exercitationem a laborum ut fugiat.', 'Sed odit reiciendis optio ducimus expedita.']"
2213413514820,Chicken,Movies,757387.216077576,2022-04-01,2022-03-16,"['Est sint repellat maiores laborum in.', 'Corporis quia laborum doloremque earum ad.', 'Ut nostrum inventore doloribus blanditiis deleniti nesciunt.']"
6663278110716,Awesome Cotton Hat,Shoes,717412.6635386214,2023-04-17,2023-04-01,"['Ut atque cum eveniet culpa aperiam.', 'Ducimus molestias eveniet a aperiam voluptatum hic nobis.', 'Vitae reiciendis magni.']"
7066781615119,Handcrafted Frozen Chicken,Music,498841.279011095,2023-08-20,2023-08-04,"['Voluptas id rerum rem recusandae porro.', 'Atque nesciunt tempore in quia recusandae incidunt exercitationem.', 'Iusto officia adipisci officia architecto.']"
0006563087540,Intelligent Bike,Electronics,881714.8736915804,2023-02-10,2023-01-25,"['Atque fugit excepturi veniam dolore facilis.', 'Dicta at reprehenderit ullam voluptatibus sit.', 'Placeat quod quo minima aperiam.']"
9938735360865,Steel Mouse,Clothing,689991.1143392887,2023-06-15,2023-05-30,"['Vitae in aut suscipit at.', 'Minima enim sed vitae pariatur cupiditate doloremque natus.', 'Inventore impedit debitis atque debitis quibusdam.']"
7373535092165,New Metal Cheese,Jewelery,196342.30245350397,2022-03-15,2022-02-27,"['Nulla eveniet itaque.', 'Quod sapiente pariatur inventore tempora.', 'Similique harum culpa dignissimos odio commodi et.']"
9593030605273,Wooden Table,Industrial,155918.5257415392,2023-09-03,2023-08-18,"['Fuga vero deserunt sunt nemo accusantium.', 'Mollitia recusandae ut odio magnam.', 'Praesentium dolorum eligendi unde.']"
8166343838990,Awesome Tuna,Automotive,922039.0333610589,2022-11-06,2022-10-21,"['Vero molestias officia quisquam ut alias quia.', 'Occaecati cum animi quisquam corrupti exercitationem.', 'Animi sequi non.']"
7341164053871,Computer,Industrial,405379.4162348709,2022-04-16,2022-03-31,"['Nam similique deserunt.', 'Rerum doloremque totam repellendus cumque error.', 'Repellat quisquam ullam repellat.']"
7373357979682,Tasty Table,Grocery,584951.1547013123,2022-02-06,2022-01-21,"['Minus perferendis expedita odio quo quibusdam odio.', 'Dolorem expedita quasi delectus.', 'Ea perferendis voluptatum.']"
4924458176871,Wooden Ball,Tools,547495.4609862681,2023-02-17,2023-02-01,"['Reprehenderit cupiditate vitae assumenda tenetur.', 'Aut quasi nisi.', 'Placeat delectus aliquid voluptate.']"
6010299393855,Intelligent Concrete Computer,Garden,358571.77745277545,2023-07-03,2023-06-17,"['Est deleniti consequatur libero voluptates repellat eaque enim.', 'Perspiciatis voluptate harum laudantium suscipit.', 'Necessitatibus similique sit eaque.']"
7219062946987,Rubber Car,Jewelery,51567.38357951437,2022-08-11,2022-07-26,"['Minima quaerat praesentium esse amet labore officia.', 'Vel aperiam saepe est ea at sequi nemo.', 'Sequi eligendi exercitationem debitis.']"
2296113651583,Plastic Ball,Industrial,558018.8964774323,2022-04-02,2022-03-17,"['Cupiditate vel vero eum.', 'Iste ea est nesciunt eaque animi explicabo.', 'Aliquid commodi rem porro iure repellat.']"
0761558734976,Concrete Mouse,Automotive,367060.1789715108,2021-10-20,2021-10-04,"['Totam voluptates deleniti expedita.', 'Laborum quos quos animi modi iste.', 'Consequuntur temporibus est et quasi.']"
7471439335118,Soap,Home,217313.54908913572,2022-07-22,2022-07-06,"['Repellendus porro quisquam eius vero.', 'Occaecati ipsum repellendus voluptatum quaerat necessitatibus nam.', 'Iste commodi magni illum corporis impedit.']"
2408727235343,Shoes,Books,264347.2112517954,2023-09-09,2023-08-24,"['Modi consequatur nulla laborum modi ab.', 'Eius ipsam possimus totam at.', 'Vero architecto excepturi veniam quaerat est.']"
8393005028929,Fantastic Mouse,Music,961903.7316981154,2021-11-20,2021-11-04,"['Magnam tenetur quidem officia nostrum.', 'Cum perspiciatis ab incidunt quam iure.', 'Rerum enim perspiciatis aut sed modi accusantium recusandae.']"
0807636248659,Unbranded Salad,Clothing,516416.75078343606,2022-03-17,2022-03-01,"['Consequuntur consectetur aspernatur iusto libero nulla.', 'Eius consectetur in autem.', 'Sapiente sit quasi labore laborum laudantium.']"
9660152645798,Rubber Fish,Movies,36972.24845315571,2022-01-22,2022-01-06,"['Nam porro incidunt dolores repellat nesciunt dolores.', 'Excepturi porro eos nostrum atque laborum.', 'Beatae quaerat ipsam veritatis eaque tempore quidem tenetur.']"
5231177769444,Wooden Soap,Health,934073.0569436356,2022-07-21,2022-07-05,"['Iure minus enim ad esse.', 'Repellendus atque nesciunt voluptatibus.', 'Quos ipsam dicta.']"
2154375395907,Frozen Car,Automotive,865898.2441252407,2023-03-30,2023-03-14,"['Dicta eligendi iusto consequatur.', 'Maxime molestiae dignissimos amet exercitationem.', 'Veniam odio dignissimos consequatur doloremque eveniet quis deleniti.']"
8176696673117,Metal Salad,Automotive,757144.5626886392,2023-03-02,2023-02-14,"['Molestias atque quos.', 'Porro distinctio illum culpa ad.', 'Maiores quos possimus soluta quibusdam.']"
7016067141863,For repair Ball,Toys,221628.17861629577,2023-06-16,2023-05-31,"['Provident aliquid voluptatibus impedit accusamus nam consequuntur.', 'Fuga nihil repellat qui tenetur et culpa.', 'Culpa facilis magni molestiae architecto molestiae blanditiis.']"
2334413395803,Shoes,Jewelery,676319.7355545034,2022-09-11,2022-08-26,"['Atque vitae exercitationem perferendis explicabo perferendis.', 'Aliquam esse sequi fugiat.', 'Dolores facere sapiente quidem aut dolor aperiam.']"
4685867718709,Fantastic Shirt,Tools,238507.60621982132,2022-09-04,2022-08-19,"['Accusamus repudiandae reprehenderit voluptatum aliquam ullam.', 'Ullam molestiae quaerat temporibus facere recusandae quis provident.', 'Unde molestiae fugiat nobis voluptatum porro rerum incidunt.']"
9217641095994,Handcrafted Tuna,Outdoors,634239.3376517958,2022-10-27,2022-10-11,"['Reiciendis facilis esse odit tempore amet temporibus aliquid.', 'Repellendus ipsum tempora quasi nobis sed.', 'Aut porro ab expedita voluptatum.']"
7383745543302,Shirt,Clothing,569240.6414266096,2023-09-05,2023-08-20,"['Id dolorum debitis neque perferendis autem saepe.', 'Iste laboriosam culpa officia neque sit voluptates.', 'Sequi neque enim optio aut.']"
8665919348111,Cotton Bacon,Books,195089.0073907872,2023-01-07,2022-12-22,"['Amet culpa blanditiis dolorum rerum facilis.', 'Explicabo magni alias eveniet tenetur.', 'Culpa ipsum hic excepturi nulla.']"
6770221762837,Fish,Baby,94126.68572771236,2022-05-26,2022-05-10,"['Nemo sunt quae perspiciatis reprehenderit.', 'Maiores a aut quas minus non culpa.', 'Culpa laboriosam quis excepturi rerum nisi.']"
0562803633453,Chair,Clothing,482516.9586134964,2023-02-10,2023-01-25,"['Dolor voluptates ipsa blanditiis harum.', 'Ducimus ab deserunt quidem quam eveniet sit optio.', 'Laboriosam commodi ducimus quos itaque labore.']"
0670804808425,For repair Tuna,Movies,826214.2909559383,2022-03-12,2022-02-24,"['Quaerat inventore repudiandae eius enim iusto in.', 'Ad dolore vel.', 'Qui molestiae libero ea deleniti.']"
3089772266828,Fish,Tools,437798.5140383995,2022-11-18,2022-11-02,"['Facere quibusdam aperiam nemo.', 'Iste animi unde voluptatum ducimus.', 'Ut suscipit labore sed alias atque fugiat.']"
0485618453477,Granite Shirt,Sports,994052.0239998916,2022-11-16,2022-10-31,"['Architecto illum nulla quasi officiis.', 'Earum explicabo blanditiis perspiciatis eveniet itaque.', 'Quo ipsum amet libero quasi mollitia voluptate dignissimos.']"
8532538812302,Granite Gloves,Industrial,898074.493942359,2022-03-02,2022-02-14,"['Asperiores velit deleniti occaecati.', 'Assumenda recusandae dicta dolorum harum similique.', 'Qui sit repudiandae.']"
